Bairro,Candidato,Votos
PITOMBEIRAS(LOCALIDADE DE CRUZ),10789 FLÁVIO CASCAVELENSE,9
PITOMBEIRAS(LOCALIDADE DE CRUZ),11000 FREITAS DA SAÚDE,12
PITOMBEIRAS(LOCALIDADE DE CRUZ),11111 PASTORA HELENA CORDEIRO,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),11222 SEBASTIÃO UCHÔA,12
PITOMBEIRAS(LOCALIDADE DE CRUZ),11777 DIONES LIMA,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),12888 NETO POLI,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),13123 PROFESSOR ADEILDO,9
PITOMBEIRAS(LOCALIDADE DE CRUZ),13444 TIAGO ROCHA,4
PITOMBEIRAS(LOCALIDADE DE CRUZ),13789 PROFESSOR ERIVAN,3
PITOMBEIRAS(LOCALIDADE DE CRUZ),22111 VINÍCIUS OLINDA,4
PITOMBEIRAS(LOCALIDADE DE CRUZ),22555 RAFAEL OLIVEIRA,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),22999 PITANGA DA FUNERÁRIA,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),27888 MARCELO DO PAREDÃO,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),27999 JUNIOR GENRO JULIO,5
PITOMBEIRAS(LOCALIDADE DE CRUZ),28123 PRISCILA LIMA,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),28777 CLENILDO QUEIROZ,43
PITOMBEIRAS(LOCALIDADE DE CRUZ),28888 VALDECIR,5
PITOMBEIRAS(LOCALIDADE DE CRUZ),40000 VIEIRA DO TIQUINHO,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),40789 GIRLANE DO CEDRO,3
PITOMBEIRAS(LOCALIDADE DE CRUZ),40888 ENFERMEIRA NATECIA,5
PITOMBEIRAS(LOCALIDADE DE CRUZ),44123 GAVIÃO SILVA,5
PITOMBEIRAS(LOCALIDADE DE CRUZ),44555 LURDENIS VIEIRA,2
PITOMBEIRAS(LOCALIDADE DE CRUZ),45678 JUNIOR DO ZE AIRTON,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),45777 BRUMARK,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),45888 ZE DO JORNAL,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),70000 RONALDO FEITOSA,1
PITOMBEIRAS(LOCALIDADE DE CRUZ),70555 HELENA PORFÍRIO,4
JACARECOARA(CHORO ZABUMBA),10000 LUZIANE DO MUCURA,6
JACARECOARA(CHORO ZABUMBA),10333 DAVID GARCÊS,1
JACARECOARA(CHORO ZABUMBA),10456 GLEIDSON DA BOA AGUA,1
JACARECOARA(CHORO ZABUMBA),10777 PAULO DA JUDITE,15
JACARECOARA(CHORO ZABUMBA),10789 FLÁVIO CASCAVELENSE,1
JACARECOARA(CHORO ZABUMBA),11000 FREITAS DA SAÚDE,16
JACARECOARA(CHORO ZABUMBA),11222 SEBASTIÃO UCHÔA,1
JACARECOARA(CHORO ZABUMBA),12888 NETO POLI,2
JACARECOARA(CHORO ZABUMBA),13123 PROFESSOR ADEILDO,3
JACARECOARA(CHORO ZABUMBA),13789 PROFESSOR ERIVAN,7
JACARECOARA(CHORO ZABUMBA),20333 CELIA DAS MARIAS,1
JACARECOARA(CHORO ZABUMBA),22000 CLAUDEMIR TOCA FOGO,3
JACARECOARA(CHORO ZABUMBA),22100 NÚBIA DO ABRIGO MASCOTINHO,1
JACARECOARA(CHORO ZABUMBA),22111 VINÍCIUS OLINDA,21
JACARECOARA(CHORO ZABUMBA),22222 RAFAEL AZEVEDO,1
JACARECOARA(CHORO ZABUMBA),22777 GUI DA PADARIA,13
JACARECOARA(CHORO ZABUMBA),22999 PITANGA DA FUNERÁRIA,1
JACARECOARA(CHORO ZABUMBA),27000 LAURO CARDOSO,6
JACARECOARA(CHORO ZABUMBA),27123 MARCIO RABELO,1
JACARECOARA(CHORO ZABUMBA),27456 ENFERMEIRA MARCIA,4
JACARECOARA(CHORO ZABUMBA),27999 JUNIOR GENRO JULIO,1
JACARECOARA(CHORO ZABUMBA),28888 VALDECIR,4
JACARECOARA(CHORO ZABUMBA),40123 BETO RAMIRES,1
JACARECOARA(CHORO ZABUMBA),40555 NOVO CONSTRUÇÃO,5
JACARECOARA(CHORO ZABUMBA),44000 OLIVEIRA SILVA,3
JACARECOARA(CHORO ZABUMBA),44333 ELISANGELA SILVA,1
JACARECOARA(CHORO ZABUMBA),44444 KEKEU DO MUCURA,4
JACARECOARA(CHORO ZABUMBA),44789 LUCIÉDSON FREITAS,10
JACARECOARA(CHORO ZABUMBA),45777 BRUMARK,3
JACARECOARA(CHORO ZABUMBA),70100 RUBENILTON,1
SITIO BICA,10000 LUZIANE DO MUCURA,12
SITIO BICA,10123 PAULINHO PROMOÇÕES,17
SITIO BICA,10456 GLEIDSON DA BOA AGUA,18
SITIO BICA,10777 PAULO DA JUDITE,41
SITIO BICA,10789 FLÁVIO CASCAVELENSE,26
SITIO BICA,11000 FREITAS DA SAÚDE,7
SITIO BICA,11111 PASTORA HELENA CORDEIRO,2
SITIO BICA,11123 DALVA DO MANGUINHOS,3
SITIO BICA,11222 SEBASTIÃO UCHÔA,24
SITIO BICA,12012 MARIANGELA,3
SITIO BICA,12123 NENEM DA VIUVA,16
SITIO BICA,12666 MARIA ELENICE,1
SITIO BICA,12789 DAYANE,2
SITIO BICA,12888 NETO POLI,7
SITIO BICA,13123 PROFESSOR ADEILDO,26
SITIO BICA,13222 FÁBIA NAPOLEAO,10
SITIO BICA,13444 TIAGO ROCHA,34
SITIO BICA,13567 PROFESSOR OZELITO,7
SITIO BICA,13789 PROFESSOR ERIVAN,20
SITIO BICA,18555 TICO,2
SITIO BICA,22000 CLAUDEMIR TOCA FOGO,60
SITIO BICA,22111 VINÍCIUS OLINDA,31
SITIO BICA,22222 RAFAEL AZEVEDO,21
SITIO BICA,22300 GILBERTO DA MANGABEIRA,16
SITIO BICA,22333 TAZIA XAVIER,5
SITIO BICA,22555 RAFAEL OLIVEIRA,1
SITIO BICA,22777 GUI DA PADARIA,1
SITIO BICA,22888 LEIDIANE CIRÍACO,5
SITIO BICA,22999 PITANGA DA FUNERÁRIA,11
SITIO BICA,27000 LAURO CARDOSO,9
SITIO BICA,27123 MARCIO RABELO,28
SITIO BICA,27456 ENFERMEIRA MARCIA,18
SITIO BICA,27888 MARCELO DO PAREDÃO,6
SITIO BICA,28028 MAILSON,2
SITIO BICA,28111 JORGE RODRIGUES,1
SITIO BICA,28123 PRISCILA LIMA,71
SITIO BICA,28777 CLENILDO QUEIROZ,7
SITIO BICA,28888 VALDECIR,12
SITIO BICA,40000 VIEIRA DO TIQUINHO,13
SITIO BICA,40111 ALLISON CAMILO,2
SITIO BICA,40123 BETO RAMIRES,3
SITIO BICA,40444 ADONIAS DO TURISMO,10
SITIO BICA,40555 NOVO CONSTRUÇÃO,26
SITIO BICA,40789 GIRLANE DO CEDRO,7
SITIO BICA,44000 OLIVEIRA SILVA,8
SITIO BICA,44123 GAVIÃO SILVA,2
SITIO BICA,44456 JEOVANE DO GÁS,4
SITIO BICA,44567 NETO DANTAS,12
SITIO BICA,45444 PALOMA DELRIO,15
SITIO BICA,45555 FRANCISCO DO BALBINO,12
SITIO BICA,45678 JUNIOR DO ZE AIRTON,2
SITIO BICA,45777 BRUMARK,2
SITIO BICA,45888 ZE DO JORNAL,27
SITIO BICA,10333 DAVID GARCÊS,9
SITIO BICA,13456 ENFERMEIRA LEUDA CARVALHO,1
SITIO BICA,22100 NÚBIA DO ABRIGO MASCOTINHO,4
SITIO BICA,27999 JUNIOR GENRO JULIO,2
SITIO BICA,28007 JOSUÉ CORREIA,4
SITIO BICA,28333 ADILENE NOBRE,2
SITIO BICA,44111 DODÓ,3
SITIO BICA,44444 KEKEU DO MUCURA,2
SITIO BICA,44789 LUCIÉDSON FREITAS,2
SITIO BICA,44900 SHEIK DO DR BRUNO,4
SITIO BICA,45222 YURI MOTA,2
SITIO BICA,10111 PROFESSORA NONATA COSTA,1
SITIO BICA,11789 EDUARDO CRUZ,2
SITIO BICA,12777 VITORIA MARTINS,1
SITIO BICA,28456 HAVAGARDO SILVA,1
SITIO BICA,44555 LURDENIS VIEIRA,1
SITIO BICA,70000 RONALDO FEITOSA,1
JACARECOARA(MANGABEIRA),10000 LUZIANE DO MUCURA,6
JACARECOARA(MANGABEIRA),10123 PAULINHO PROMOÇÕES,9
JACARECOARA(MANGABEIRA),10456 GLEIDSON DA BOA AGUA,1
JACARECOARA(MANGABEIRA),10777 PAULO DA JUDITE,6
JACARECOARA(MANGABEIRA),10789 FLÁVIO CASCAVELENSE,16
JACARECOARA(MANGABEIRA),11000 FREITAS DA SAÚDE,4
JACARECOARA(MANGABEIRA),11222 SEBASTIÃO UCHÔA,12
JACARECOARA(MANGABEIRA),12123 NENEM DA VIUVA,1
JACARECOARA(MANGABEIRA),12888 NETO POLI,9
JACARECOARA(MANGABEIRA),13123 PROFESSOR ADEILDO,9
JACARECOARA(MANGABEIRA),13222 FÁBIA NAPOLEAO,6
JACARECOARA(MANGABEIRA),13444 TIAGO ROCHA,69
JACARECOARA(MANGABEIRA),13789 PROFESSOR ERIVAN,2
JACARECOARA(MANGABEIRA),18235 CLENILSON DA MANGABEIRA,5
JACARECOARA(MANGABEIRA),22000 CLAUDEMIR TOCA FOGO,18
JACARECOARA(MANGABEIRA),22111 VINÍCIUS OLINDA,4
JACARECOARA(MANGABEIRA),22222 RAFAEL AZEVEDO,2
JACARECOARA(MANGABEIRA),22300 GILBERTO DA MANGABEIRA,52
JACARECOARA(MANGABEIRA),22555 RAFAEL OLIVEIRA,4
JACARECOARA(MANGABEIRA),22777 GUI DA PADARIA,1
JACARECOARA(MANGABEIRA),22888 LEIDIANE CIRÍACO,1
JACARECOARA(MANGABEIRA),22999 PITANGA DA FUNERÁRIA,1
JACARECOARA(MANGABEIRA),27000 LAURO CARDOSO,12
JACARECOARA(MANGABEIRA),27111 DIEGO MARADONA,1
JACARECOARA(MANGABEIRA),27123 MARCIO RABELO,6
JACARECOARA(MANGABEIRA),27456 ENFERMEIRA MARCIA,1
JACARECOARA(MANGABEIRA),27888 MARCELO DO PAREDÃO,1
JACARECOARA(MANGABEIRA),28007 JOSUÉ CORREIA,2
JACARECOARA(MANGABEIRA),28028 MAILSON,1
JACARECOARA(MANGABEIRA),28123 PRISCILA LIMA,4
JACARECOARA(MANGABEIRA),28888 VALDECIR,7
JACARECOARA(MANGABEIRA),40000 VIEIRA DO TIQUINHO,3
JACARECOARA(MANGABEIRA),40123 BETO RAMIRES,2
JACARECOARA(MANGABEIRA),40444 ADONIAS DO TURISMO,1
JACARECOARA(MANGABEIRA),40456 JORDANA BRAGA,1
JACARECOARA(MANGABEIRA),44000 OLIVEIRA SILVA,3
JACARECOARA(MANGABEIRA),44444 KEKEU DO MUCURA,4
JACARECOARA(MANGABEIRA),44456 JEOVANE DO GÁS,1
JACARECOARA(MANGABEIRA),44555 LURDENIS VIEIRA,1
JACARECOARA(MANGABEIRA),44567 NETO DANTAS,1
JACARECOARA(MANGABEIRA),44789 LUCIÉDSON FREITAS,2
JACARECOARA(MANGABEIRA),45555 FRANCISCO DO BALBINO,7
JACARECOARA(MANGABEIRA),45678 JUNIOR DO ZE AIRTON,2
JACARECOARA(MANGABEIRA),45777 BRUMARK,1
GUANACES(SITIO COQUEIRO),10000 LUZIANE DO MUCURA,8
GUANACES(SITIO COQUEIRO),10123 PAULINHO PROMOÇÕES,4
GUANACES(SITIO COQUEIRO),10333 DAVID GARCÊS,2
GUANACES(SITIO COQUEIRO),10456 GLEIDSON DA BOA AGUA,44
GUANACES(SITIO COQUEIRO),10777 PAULO DA JUDITE,10
GUANACES(SITIO COQUEIRO),10789 FLÁVIO CASCAVELENSE,8
GUANACES(SITIO COQUEIRO),11000 FREITAS DA SAÚDE,7
GUANACES(SITIO COQUEIRO),11222 SEBASTIÃO UCHÔA,5
GUANACES(SITIO COQUEIRO),11444 EVILÁSIO DANTAS,3
GUANACES(SITIO COQUEIRO),12888 NETO POLI,33
GUANACES(SITIO COQUEIRO),13123 PROFESSOR ADEILDO,18
GUANACES(SITIO COQUEIRO),13222 FÁBIA NAPOLEAO,11
GUANACES(SITIO COQUEIRO),13444 TIAGO ROCHA,18
GUANACES(SITIO COQUEIRO),13567 PROFESSOR OZELITO,2
GUANACES(SITIO COQUEIRO),13789 PROFESSOR ERIVAN,6
GUANACES(SITIO COQUEIRO),18888 PROFESSOR SILVESTRE,5
GUANACES(SITIO COQUEIRO),22000 CLAUDEMIR TOCA FOGO,5
GUANACES(SITIO COQUEIRO),22100 NÚBIA DO ABRIGO MASCOTINHO,2
GUANACES(SITIO COQUEIRO),22111 VINÍCIUS OLINDA,43
GUANACES(SITIO COQUEIRO),22222 RAFAEL AZEVEDO,4
GUANACES(SITIO COQUEIRO),22555 RAFAEL OLIVEIRA,3
GUANACES(SITIO COQUEIRO),22999 PITANGA DA FUNERÁRIA,5
GUANACES(SITIO COQUEIRO),27000 LAURO CARDOSO,12
GUANACES(SITIO COQUEIRO),27456 ENFERMEIRA MARCIA,12
GUANACES(SITIO COQUEIRO),27999 JUNIOR GENRO JULIO,3
GUANACES(SITIO COQUEIRO),28123 PRISCILA LIMA,11
GUANACES(SITIO COQUEIRO),28124 MARLY DO BENJAMIN,1
GUANACES(SITIO COQUEIRO),28555 DR RUBENS,1
GUANACES(SITIO COQUEIRO),28777 CLENILDO QUEIROZ,1
GUANACES(SITIO COQUEIRO),28888 VALDECIR,12
GUANACES(SITIO COQUEIRO),40000 VIEIRA DO TIQUINHO,8
GUANACES(SITIO COQUEIRO),40123 BETO RAMIRES,55
GUANACES(SITIO COQUEIRO),40222 NETA FREITAS,1
GUANACES(SITIO COQUEIRO),40555 NOVO CONSTRUÇÃO,13
GUANACES(SITIO COQUEIRO),44111 DODÓ,4
GUANACES(SITIO COQUEIRO),44123 GAVIÃO SILVA,1
GUANACES(SITIO COQUEIRO),44222 LALÁ,63
GUANACES(SITIO COQUEIRO),44444 KEKEU DO MUCURA,5
GUANACES(SITIO COQUEIRO),44567 NETO DANTAS,2
GUANACES(SITIO COQUEIRO),44789 LUCIÉDSON FREITAS,17
GUANACES(SITIO COQUEIRO),44900 SHEIK DO DR BRUNO,4
GUANACES(SITIO COQUEIRO),45555 FRANCISCO DO BALBINO,8
GUANACES(SITIO COQUEIRO),45678 JUNIOR DO ZE AIRTON,9
GUANACES(SITIO COQUEIRO),45777 BRUMARK,1
GUANACES(SITIO COQUEIRO),10222 MICHAEL SULLYVAN,3
GUANACES(SITIO COQUEIRO),13000 MARIA JÔ,1
GUANACES(SITIO COQUEIRO),27123 MARCIO RABELO,1
GUANACES(SITIO COQUEIRO),27888 MARCELO DO PAREDÃO,1
GUANACES(SITIO COQUEIRO),70000 RONALDO FEITOSA,4
GUANACES(ALAGADICINHO),10000 LUZIANE DO MUCURA,3
GUANACES(ALAGADICINHO),10456 GLEIDSON DA BOA AGUA,1
GUANACES(ALAGADICINHO),10555 PROFESSORA ADRIANA,1
GUANACES(ALAGADICINHO),10777 PAULO DA JUDITE,12
GUANACES(ALAGADICINHO),11000 FREITAS DA SAÚDE,14
GUANACES(ALAGADICINHO),11111 PASTORA HELENA CORDEIRO,2
GUANACES(ALAGADICINHO),11222 SEBASTIÃO UCHÔA,7
GUANACES(ALAGADICINHO),11444 EVILÁSIO DANTAS,4
GUANACES(ALAGADICINHO),12123 NENEM DA VIUVA,1
GUANACES(ALAGADICINHO),12888 NETO POLI,10
GUANACES(ALAGADICINHO),13123 PROFESSOR ADEILDO,1
GUANACES(ALAGADICINHO),13222 FÁBIA NAPOLEAO,3
GUANACES(ALAGADICINHO),13444 TIAGO ROCHA,2
GUANACES(ALAGADICINHO),13789 PROFESSOR ERIVAN,1
GUANACES(ALAGADICINHO),18888 PROFESSOR SILVESTRE,1
GUANACES(ALAGADICINHO),20444 DR MARCIO OLIVEIRA ADVOGADO,1
GUANACES(ALAGADICINHO),22111 VINÍCIUS OLINDA,13
GUANACES(ALAGADICINHO),22222 RAFAEL AZEVEDO,3
GUANACES(ALAGADICINHO),22999 PITANGA DA FUNERÁRIA,1
GUANACES(ALAGADICINHO),27456 ENFERMEIRA MARCIA,11
GUANACES(ALAGADICINHO),28123 PRISCILA LIMA,13
GUANACES(ALAGADICINHO),28777 CLENILDO QUEIROZ,7
GUANACES(ALAGADICINHO),40123 BETO RAMIRES,77
GUANACES(ALAGADICINHO),40555 NOVO CONSTRUÇÃO,2
GUANACES(ALAGADICINHO),44222 LALÁ,5
GUANACES(ALAGADICINHO),44789 LUCIÉDSON FREITAS,5
GUANACES(ALAGADICINHO),45444 PALOMA DELRIO,1
GUANACES(ALAGADICINHO),45555 FRANCISCO DO BALBINO,3
GUANACES(ALAGADICINHO),45678 JUNIOR DO ZE AIRTON,1
GUANACES(ALAGADICINHO),45888 ZE DO JORNAL,2
GUANACES(BARBALHO),10123 PAULINHO PROMOÇÕES,12
GUANACES(BARBALHO),10456 GLEIDSON DA BOA AGUA,15
GUANACES(BARBALHO),10789 FLÁVIO CASCAVELENSE,1
GUANACES(BARBALHO),11000 FREITAS DA SAÚDE,1
GUANACES(BARBALHO),11222 SEBASTIÃO UCHÔA,4
GUANACES(BARBALHO),11444 EVILÁSIO DANTAS,1
GUANACES(BARBALHO),12888 NETO POLI,2
GUANACES(BARBALHO),13123 PROFESSOR ADEILDO,3
GUANACES(BARBALHO),13444 TIAGO ROCHA,19
GUANACES(BARBALHO),18444 ELIANE,6
GUANACES(BARBALHO),18888 PROFESSOR SILVESTRE,7
GUANACES(BARBALHO),22111 VINÍCIUS OLINDA,12
GUANACES(BARBALHO),22555 RAFAEL OLIVEIRA,7
GUANACES(BARBALHO),22999 PITANGA DA FUNERÁRIA,2
GUANACES(BARBALHO),27000 LAURO CARDOSO,3
GUANACES(BARBALHO),27123 MARCIO RABELO,2
GUANACES(BARBALHO),27456 ENFERMEIRA MARCIA,1
GUANACES(BARBALHO),28123 PRISCILA LIMA,12
GUANACES(BARBALHO),28777 CLENILDO QUEIROZ,3
GUANACES(BARBALHO),40000 VIEIRA DO TIQUINHO,4
GUANACES(BARBALHO),40123 BETO RAMIRES,18
GUANACES(BARBALHO),40555 NOVO CONSTRUÇÃO,13
GUANACES(BARBALHO),44444 KEKEU DO MUCURA,25
GUANACES(BARBALHO),45777 BRUMARK,3
GUANACES(BARBALHO),70000 RONALDO FEITOSA,1
GUANACES(PASSAGEM DO FRANCO 2),10123 PAULINHO PROMOÇÕES,1
GUANACES(PASSAGEM DO FRANCO 2),10456 GLEIDSON DA BOA AGUA,5
GUANACES(PASSAGEM DO FRANCO 2),10777 PAULO DA JUDITE,7
GUANACES(PASSAGEM DO FRANCO 2),10789 FLÁVIO CASCAVELENSE,7
GUANACES(PASSAGEM DO FRANCO 2),11000 FREITAS DA SAÚDE,6
GUANACES(PASSAGEM DO FRANCO 2),12123 NENEM DA VIUVA,5
GUANACES(PASSAGEM DO FRANCO 2),12888 NETO POLI,1
GUANACES(PASSAGEM DO FRANCO 2),13444 TIAGO ROCHA,2
GUANACES(PASSAGEM DO FRANCO 2),13789 PROFESSOR ERIVAN,1
GUANACES(PASSAGEM DO FRANCO 2),22000 CLAUDEMIR TOCA FOGO,1
GUANACES(PASSAGEM DO FRANCO 2),22111 VINÍCIUS OLINDA,6
GUANACES(PASSAGEM DO FRANCO 2),27000 LAURO CARDOSO,3
GUANACES(PASSAGEM DO FRANCO 2),27456 ENFERMEIRA MARCIA,1
GUANACES(PASSAGEM DO FRANCO 2),28123 PRISCILA LIMA,12
GUANACES(PASSAGEM DO FRANCO 2),28777 CLENILDO QUEIROZ,2
GUANACES(PASSAGEM DO FRANCO 2),28888 VALDECIR,26
GUANACES(PASSAGEM DO FRANCO 2),40000 VIEIRA DO TIQUINHO,6
GUANACES(PASSAGEM DO FRANCO 2),40123 BETO RAMIRES,3
GUANACES(PASSAGEM DO FRANCO 2),40555 NOVO CONSTRUÇÃO,10
GUANACES(PASSAGEM DO FRANCO 2),44111 DODÓ,2
GUANACES(PASSAGEM DO FRANCO 2),44123 GAVIÃO SILVA,2
GUANACES(PASSAGEM DO FRANCO 2),44555 LURDENIS VIEIRA,2
GUANACES(PASSAGEM DO FRANCO 2),44567 NETO DANTAS,3
GUANACES(PASSAGEM DO FRANCO 2),45444 PALOMA DELRIO,1
GUANACES(PASSAGEM DO FRANCO 2),45678 JUNIOR DO ZE AIRTON,1
GUANACES(PASSAGEM DO FRANCO 2),45888 ZE DO JORNAL,1
GUANACES(PASSAGEM DO FRANCO 2),70000 RONALDO FEITOSA,1
COHAB,10000 LUZIANE DO MUCURA,20
COHAB,10123 PAULINHO PROMOÇÕES,26
COHAB,10333 DAVID GARCÊS,10
COHAB,10456 GLEIDSON DA BOA AGUA,9
COHAB,10777 PAULO DA JUDITE,37
COHAB,10789 FLÁVIO CASCAVELENSE,71
COHAB,11000 FREITAS DA SAÚDE,41
COHAB,11111 PASTORA HELENA CORDEIRO,6
COHAB,11222 SEBASTIÃO UCHÔA,31
COHAB,11789 EDUARDO CRUZ,5
COHAB,12111 CRISTIANE GOMES,1
COHAB,12123 NENEM DA VIUVA,6
COHAB,12888 NETO POLI,26
COHAB,13123 PROFESSOR ADEILDO,18
COHAB,13222 FÁBIA NAPOLEAO,6
COHAB,13444 TIAGO ROCHA,19
COHAB,13789 PROFESSOR ERIVAN,6
COHAB,18444 ELIANE,1
COHAB,18777 FABIO MARTINS,1
COHAB,20456 VERA DANTAS,5
COHAB,22000 CLAUDEMIR TOCA FOGO,13
COHAB,22100 NÚBIA DO ABRIGO MASCOTINHO,21
COHAB,22111 VINÍCIUS OLINDA,42
COHAB,22222 RAFAEL AZEVEDO,7
COHAB,22300 GILBERTO DA MANGABEIRA,3
COHAB,22333 TAZIA XAVIER,1
COHAB,22555 RAFAEL OLIVEIRA,5
COHAB,22888 LEIDIANE CIRÍACO,1
COHAB,22999 PITANGA DA FUNERÁRIA,144
COHAB,27000 LAURO CARDOSO,19
COHAB,27007 SAMIA REGIS,5
COHAB,27123 MARCIO RABELO,14
COHAB,27456 ENFERMEIRA MARCIA,26
COHAB,27888 MARCELO DO PAREDÃO,23
COHAB,27999 JUNIOR GENRO JULIO,4
COHAB,28007 JOSUÉ CORREIA,10
COHAB,28123 PRISCILA LIMA,33
COHAB,28888 VALDECIR,25
COHAB,40000 VIEIRA DO TIQUINHO,19
COHAB,40111 ALLISON CAMILO,4
COHAB,40123 BETO RAMIRES,55
COHAB,40222 NETA FREITAS,3
COHAB,40444 ADONIAS DO TURISMO,10
COHAB,40555 NOVO CONSTRUÇÃO,41
COHAB,40789 GIRLANE DO CEDRO,1
COHAB,44000 OLIVEIRA SILVA,7
COHAB,44123 GAVIÃO SILVA,17
COHAB,44456 JEOVANE DO GÁS,8
COHAB,44555 LURDENIS VIEIRA,7
COHAB,44567 NETO DANTAS,11
COHAB,44789 LUCIÉDSON FREITAS,15
COHAB,45121 MAZE,1
COHAB,45222 YURI MOTA,1
COHAB,45555 FRANCISCO DO BALBINO,9
COHAB,45888 ZE DO JORNAL,2
COHAB,70100 RUBENILTON,1
COHAB,10111 PROFESSORA NONATA COSTA,3
COHAB,10610 KINZINHO DO VOLMIR,1
COHAB,12555 HELIO ALEGRIA,1
COHAB,12666 MARIA ELENICE,1
COHAB,12777 VITORIA MARTINS,2
COHAB,13000 MARIA JÔ,5
COHAB,28456 HAVAGARDO SILVA,1
COHAB,28555 DR RUBENS,4
COHAB,44444 KEKEU DO MUCURA,5
COHAB,44900 SHEIK DO DR BRUNO,5
COHAB,45111 BAMBAM DAS PEGADINHAS,2
COHAB,27111 DIEGO MARADONA,1
COHAB,27777 SERGINHO PARATLETA,1
COHAB,28666 FANTIQUIM,1
COHAB,28777 CLENILDO QUEIROZ,2
COHAB,45777 BRUMARK,2
COHAB,13456 ENFERMEIRA LEUDA CARVALHO,3
COHAB,22777 GUI DA PADARIA,1
COHAB,45678 JUNIOR DO ZE AIRTON,1
COHAB,70000 RONALDO FEITOSA,1
COHAB,70555 HELENA PORFÍRIO,2
JACARECOARA(CHORO PEDRINHAS),10000 LUZIANE DO MUCURA,5
JACARECOARA(CHORO PEDRINHAS),10123 PAULINHO PROMOÇÕES,1
JACARECOARA(CHORO PEDRINHAS),10456 GLEIDSON DA BOA AGUA,2
JACARECOARA(CHORO PEDRINHAS),10555 PROFESSORA ADRIANA,4
JACARECOARA(CHORO PEDRINHAS),10777 PAULO DA JUDITE,55
JACARECOARA(CHORO PEDRINHAS),10789 FLÁVIO CASCAVELENSE,9
JACARECOARA(CHORO PEDRINHAS),11000 FREITAS DA SAÚDE,2
JACARECOARA(CHORO PEDRINHAS),11222 SEBASTIÃO UCHÔA,44
JACARECOARA(CHORO PEDRINHAS),11789 EDUARDO CRUZ,4
JACARECOARA(CHORO PEDRINHAS),12123 NENEM DA VIUVA,1
JACARECOARA(CHORO PEDRINHAS),12888 NETO POLI,9
JACARECOARA(CHORO PEDRINHAS),13123 PROFESSOR ADEILDO,6
JACARECOARA(CHORO PEDRINHAS),13222 FÁBIA NAPOLEAO,1
JACARECOARA(CHORO PEDRINHAS),13444 TIAGO ROCHA,22
JACARECOARA(CHORO PEDRINHAS),13789 PROFESSOR ERIVAN,38
JACARECOARA(CHORO PEDRINHAS),22000 CLAUDEMIR TOCA FOGO,2
JACARECOARA(CHORO PEDRINHAS),22111 VINÍCIUS OLINDA,12
JACARECOARA(CHORO PEDRINHAS),22300 GILBERTO DA MANGABEIRA,6
JACARECOARA(CHORO PEDRINHAS),22555 RAFAEL OLIVEIRA,1
JACARECOARA(CHORO PEDRINHAS),22777 GUI DA PADARIA,4
JACARECOARA(CHORO PEDRINHAS),22999 PITANGA DA FUNERÁRIA,1
JACARECOARA(CHORO PEDRINHAS),27000 LAURO CARDOSO,3
JACARECOARA(CHORO PEDRINHAS),27123 MARCIO RABELO,2
JACARECOARA(CHORO PEDRINHAS),27555 FAFA,2
JACARECOARA(CHORO PEDRINHAS),28123 PRISCILA LIMA,2
JACARECOARA(CHORO PEDRINHAS),28333 ADILENE NOBRE,1
JACARECOARA(CHORO PEDRINHAS),28666 FANTIQUIM,1
JACARECOARA(CHORO PEDRINHAS),28888 VALDECIR,1
JACARECOARA(CHORO PEDRINHAS),40000 VIEIRA DO TIQUINHO,3
JACARECOARA(CHORO PEDRINHAS),40123 BETO RAMIRES,1
JACARECOARA(CHORO PEDRINHAS),40444 ADONIAS DO TURISMO,1
JACARECOARA(CHORO PEDRINHAS),40456 JORDANA BRAGA,1
JACARECOARA(CHORO PEDRINHAS),40555 NOVO CONSTRUÇÃO,9
JACARECOARA(CHORO PEDRINHAS),44000 OLIVEIRA SILVA,3
JACARECOARA(CHORO PEDRINHAS),44444 KEKEU DO MUCURA,2
JACARECOARA(CHORO PEDRINHAS),44555 LURDENIS VIEIRA,1
JACARECOARA(CHORO PEDRINHAS),44567 NETO DANTAS,5
JACARECOARA(CHORO PEDRINHAS),44789 LUCIÉDSON FREITAS,1
JACARECOARA(CHORO PEDRINHAS),45444 PALOMA DELRIO,1
JACARECOARA(CHORO PEDRINHAS),45555 FRANCISCO DO BALBINO,5
JACARECOARA(CHORO PEDRINHAS),45888 ZE DO JORNAL,1
GUANACES(BRITO),10456 GLEIDSON DA BOA AGUA,12
GUANACES(BRITO),10789 FLÁVIO CASCAVELENSE,6
GUANACES(BRITO),11111 PASTORA HELENA CORDEIRO,2
GUANACES(BRITO),11222 SEBASTIÃO UCHÔA,79
GUANACES(BRITO),12777 VITORIA MARTINS,4
GUANACES(BRITO),13789 PROFESSOR ERIVAN,1
